id,configuration string
88,-barrier_algorithm '2' -barrier_crossover '1' -barrier_limits_corrections '33236' -barrier_limits_growth '8.41628945527341E7' -barrier_ordering '3' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '2' -emphasis_numerical 'no' -feasopt_mode '0' -lpmethod '1' -mip_cuts_cliques '0' -mip_cuts_covers '1' -mip_cuts_disjunctive '2' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '0' -mip_cuts_implied '1' -mip_cuts_mcfcut '2' -mip_cuts_mircut '-1' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '0' -mip_limits_aggforcut '5893' -mip_limits_cutpasses '55718' -mip_limits_cutsfactor '218.26336021623354' -mip_limits_gomorycand '15353' -mip_limits_gomorypass '20141' -mip_limits_strongcand '48' -mip_limits_strongit '38105' -mip_limits_submipnodelim '2' -mip_ordertype '3' -mip_strategy_backtrack '0.7799674915159648' -mip_strategy_bbinterval '2209' -mip_strategy_branch '-1' -mip_strategy_dive '0' -mip_strategy_file '0' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '18678.204521780302' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '0' -mip_strategy_order 'no' -mip_strategy_presolvenode '2' -mip_strategy_probe '0' -mip_strategy_rinsheur '59306' -mip_strategy_search '1' -mip_strategy_startalgorithm '2' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '3' -network_netfind '1' -network_pricing '0' -perturbation_constant '0.17751869307327053' -preprocessing_aggregator '46132' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '-1' -preprocessing_dependency '2' -preprocessing_dual '1' -preprocessing_fill '50955' -preprocessing_linear '0' -preprocessing_numpass '11022' -preprocessing_reduce '3' -preprocessing_relax '0' -preprocessing_repeatpresolve '2' -preprocessing_symmetry '3' -read_scale '1' -sifting_algorithm '1' -simplex_crash '1' -simplex_dgradient '3' -simplex_limits_perturbation '41038' -simplex_limits_singularity '1' -simplex_perturbation_switch 'yes' -simplex_pgradient '1' -simplex_pricing '47486' -simplex_refactor '3183.6797431389564' -simplex_tolerances_markowitz '0.0011787126717958017'
89,-barrier_algorithm '1' -barrier_crossover '0' -barrier_limits_corrections '16772' -barrier_limits_growth '7438.913296534442' -barrier_ordering '0' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '0' -emphasis_numerical 'yes' -feasopt_mode '2' -lpmethod '4' -mip_cuts_cliques '-1' -mip_cuts_covers '1' -mip_cuts_disjunctive '1' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '2' -mip_cuts_gubcovers '0' -mip_cuts_implied '0' -mip_cuts_mcfcut '2' -mip_cuts_mircut '0' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '7510' -mip_limits_cutpasses '46701' -mip_limits_cutsfactor '3.095508035160721' -mip_limits_gomorycand '60' -mip_limits_gomorypass '43612' -mip_limits_submipnodelim '2' -mip_ordertype '2' -mip_strategy_backtrack '0.9756291965111864' -mip_strategy_bbinterval '57' -mip_strategy_branch '1' -mip_strategy_dive '3' -mip_strategy_file '1' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '13518.522654678942' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '1' -mip_strategy_order 'yes' -mip_strategy_presolvenode '2' -mip_strategy_probe '0' -mip_strategy_rinsheur '64132' -mip_strategy_search '2' -mip_strategy_startalgorithm '1' -mip_strategy_subalgorithm '2' -mip_strategy_variableselect '2' -network_netfind '1' -network_pricing '1' -preprocessing_aggregator '6816' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '1' -preprocessing_dependency '3' -preprocessing_dual '1' -preprocessing_fill '8' -preprocessing_linear '1' -preprocessing_numpass '39244' -preprocessing_reduce '2' -preprocessing_relax '0' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '3' -read_scale '1' -sifting_algorithm '1' -simplex_crash '-1' -simplex_dgradient '5' -simplex_limits_perturbation '3081' -simplex_limits_singularity '371' -simplex_perturbation_switch 'no' -simplex_pgradient '2' -simplex_pricing '21689' -simplex_refactor '9577.277246334617' -simplex_tolerances_markowitz '0.186929780162641'
90,-barrier_algorithm '0' -barrier_crossover '2' -barrier_limits_corrections '10333' -barrier_limits_growth '6.058522810734605E14' -barrier_ordering '3' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '1' -emphasis_numerical 'yes' -feasopt_mode '4' -lpmethod '3' -mip_cuts_cliques '1' -mip_cuts_covers '0' -mip_cuts_disjunctive '3' -mip_cuts_flowcovers '0' -mip_cuts_gomory '1' -mip_cuts_gubcovers '1' -mip_cuts_implied '-1' -mip_cuts_mcfcut '1' -mip_cuts_mircut '1' -mip_cuts_pathcut '1' -mip_cuts_zerohalfcut '0' -mip_limits_aggforcut '24102' -mip_limits_cutpasses '16918' -mip_limits_cutsfactor '8.63142568490758' -mip_limits_gomorycand '336' -mip_limits_gomorypass '54108' -mip_limits_submipnodelim '3854' -mip_ordertype '2' -mip_strategy_backtrack '0.1299734172970698' -mip_strategy_bbinterval '9815' -mip_strategy_branch '0' -mip_strategy_dive '3' -mip_strategy_file '1' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '36860.15044026273' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '2' -mip_strategy_order 'yes' -mip_strategy_presolvenode '3' -mip_strategy_probe '-1' -mip_strategy_rinsheur '64632' -mip_strategy_search '1' -mip_strategy_startalgorithm '5' -mip_strategy_subalgorithm '4' -mip_strategy_variableselect '4' -network_netfind '3' -network_pricing '2' -perturbation_constant '6.220784748800487E-4' -preprocessing_aggregator '44668' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '2' -preprocessing_dependency '0' -preprocessing_dual '1' -preprocessing_fill '318' -preprocessing_linear '1' -preprocessing_numpass '65213' -preprocessing_reduce '2' -preprocessing_relax '1' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '0' -read_scale '0' -sifting_algorithm '1' -simplex_crash '-1' -simplex_dgradient '2' -simplex_limits_perturbation '44475' -simplex_limits_singularity '1' -simplex_perturbation_switch 'yes' -simplex_pgradient '2' -simplex_pricing '13345' -simplex_refactor '9428.198248133602' -simplex_tolerances_markowitz '0.032737013856871784'
91,-barrier_algorithm '0' -barrier_crossover '2' -barrier_limits_corrections '21562' -barrier_limits_growth '28021.759039819703' -barrier_ordering '0' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'no' -feasopt_mode '4' -lpmethod '3' -mip_cuts_cliques '0' -mip_cuts_covers '3' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '2' -mip_cuts_gomory '0' -mip_cuts_gubcovers '1' -mip_cuts_implied '0' -mip_cuts_mcfcut '2' -mip_cuts_mircut '-1' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '0' -mip_limits_aggforcut '22453' -mip_limits_cutpasses '20114' -mip_limits_cutsfactor '2634.3997652411754' -mip_limits_gomorycand '24737' -mip_limits_gomorypass '5302' -mip_limits_submipnodelim '1329' -mip_ordertype '0' -mip_strategy_backtrack '0.14952900144348424' -mip_strategy_bbinterval '3' -mip_strategy_branch '-1' -mip_strategy_dive '0' -mip_strategy_file '1' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '53505.45330992114' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '1' -mip_strategy_presolvenode '1' -mip_strategy_probe '-1' -mip_strategy_rinsheur '533' -mip_strategy_search '0' -mip_strategy_startalgorithm '2' -mip_strategy_subalgorithm '5' -mip_strategy_variableselect '0' -network_netfind '3' -network_pricing '0' -preprocessing_aggregator '44320' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '0' -preprocessing_dependency '1' -preprocessing_dual '1' -preprocessing_fill '121' -preprocessing_linear '0' -preprocessing_numpass '53154' -preprocessing_reduce '3' -preprocessing_relax '-1' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '4' -read_scale '0' -sifting_algorithm '4' -simplex_crash '0' -simplex_dgradient '1' -simplex_limits_perturbation '10581' -simplex_limits_singularity '2' -simplex_perturbation_switch 'no' -simplex_pgradient '4' -simplex_pricing '21961' -simplex_refactor '9653.758581813254' -simplex_tolerances_markowitz '0.44546238810625527'
92,-barrier_algorithm '3' -barrier_crossover '2' -barrier_limits_corrections '51680' -barrier_limits_growth '2349211.208365799' -barrier_ordering '1' -barrier_startalg '1' -emphasis_memory 'no' -emphasis_mip '0' -emphasis_numerical 'no' -feasopt_mode '5' -lpmethod '4' -mip_cuts_cliques '2' -mip_cuts_covers '0' -mip_cuts_disjunctive '2' -mip_cuts_flowcovers '0' -mip_cuts_gomory '2' -mip_cuts_gubcovers '2' -mip_cuts_implied '0' -mip_cuts_mcfcut '1' -mip_cuts_mircut '0' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '19104' -mip_limits_cutpasses '54737' -mip_limits_cutsfactor '142.91199644605973' -mip_limits_gomorycand '15' -mip_limits_gomorypass '26435' -mip_limits_submipnodelim '2309' -mip_ordertype '3' -mip_strategy_backtrack '0.11452813253003791' -mip_strategy_bbinterval '5' -mip_strategy_branch '0' -mip_strategy_dive '1' -mip_strategy_file '1' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '32560.90031261438' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '1' -mip_strategy_order 'yes' -mip_strategy_presolvenode '2' -mip_strategy_probe '0' -mip_strategy_rinsheur '24475' -mip_strategy_search '2' -mip_strategy_startalgorithm '0' -mip_strategy_subalgorithm '2' -mip_strategy_variableselect '1' -network_netfind '2' -network_pricing '2' -perturbation_constant '0.010469242900117895' -preprocessing_aggregator '7055' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '-1' -preprocessing_dependency '0' -preprocessing_dual '0' -preprocessing_fill '243' -preprocessing_linear '1' -preprocessing_numpass '3557' -preprocessing_reduce '0' -preprocessing_relax '-1' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '4' -read_scale '0' -sifting_algorithm '0' -simplex_crash '0' -simplex_dgradient '1' -simplex_limits_perturbation '54370' -simplex_limits_singularity '26919' -simplex_perturbation_switch 'yes' -simplex_pgradient '3' -simplex_pricing '44978' -simplex_refactor '278.18826907416104' -simplex_tolerances_markowitz '0.00942546313417074'
93,-barrier_algorithm '2' -barrier_crossover '1' -barrier_limits_corrections '43090' -barrier_limits_growth '40608.33330420769' -barrier_ordering '3' -barrier_startalg '1' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'no' -feasopt_mode '0' -lpmethod '1' -mip_cuts_cliques '3' -mip_cuts_covers '0' -mip_cuts_disjunctive '2' -mip_cuts_flowcovers '1' -mip_cuts_gomory '1' -mip_cuts_gubcovers '1' -mip_cuts_implied '-1' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '0' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '55379' -mip_limits_cutpasses '26583' -mip_limits_cutsfactor '193.0627773811081' -mip_limits_gomorycand '1763' -mip_limits_gomorypass '12134' -mip_limits_submipnodelim '595' -mip_ordertype '3' -mip_strategy_backtrack '0.5208053149677183' -mip_strategy_bbinterval '9634' -mip_strategy_branch '1' -mip_strategy_dive '1' -mip_strategy_file '1' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '3242.614048214891' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '3' -mip_strategy_order 'no' -mip_strategy_presolvenode '0' -mip_strategy_probe '-1' -mip_strategy_rinsheur '62860' -mip_strategy_search '1' -mip_strategy_startalgorithm '5' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '4' -network_netfind '3' -network_pricing '0' -preprocessing_aggregator '42916' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '1' -preprocessing_dependency '2' -preprocessing_dual '1' -preprocessing_fill '13' -preprocessing_linear '0' -preprocessing_numpass '53217' -preprocessing_reduce '0' -preprocessing_relax '1' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '1' -read_scale '-1' -sifting_algorithm '3' -simplex_crash '0' -simplex_dgradient '4' -simplex_limits_perturbation '42103' -simplex_limits_singularity '27297' -simplex_perturbation_switch 'no' -simplex_pgradient '0' -simplex_pricing '60081' -simplex_refactor '1166.0064677273508' -simplex_tolerances_markowitz '0.21183908696773848'
94,-barrier_algorithm '2' -barrier_crossover '2' -barrier_limits_corrections '39794' -barrier_limits_growth '2.228046648434975E10' -barrier_ordering '1' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '0' -emphasis_numerical 'yes' -feasopt_mode '1' -lpmethod '4' -mip_cuts_cliques '2' -mip_cuts_covers '3' -mip_cuts_disjunctive '2' -mip_cuts_flowcovers '2' -mip_cuts_gomory '0' -mip_cuts_gubcovers '0' -mip_cuts_implied '2' -mip_cuts_mcfcut '2' -mip_cuts_mircut '2' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '50687' -mip_limits_cutpasses '20521' -mip_limits_cutsfactor '28.60212051328537' -mip_limits_gomorycand '4520' -mip_limits_gomorypass '22571' -mip_limits_submipnodelim '242' -mip_ordertype '2' -mip_strategy_backtrack '0.8067890599234339' -mip_strategy_bbinterval '9' -mip_strategy_branch '0' -mip_strategy_dive '2' -mip_strategy_file '1' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '29908.248063508923' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '0' -mip_strategy_order 'yes' -mip_strategy_presolvenode '1' -mip_strategy_probe '0' -mip_strategy_rinsheur '55347' -mip_strategy_search '0' -mip_strategy_startalgorithm '5' -mip_strategy_subalgorithm '4' -mip_strategy_variableselect '4' -network_netfind '1' -network_pricing '0' -preprocessing_aggregator '9406' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '1' -preprocessing_dependency '1' -preprocessing_dual '1' -preprocessing_fill '12' -preprocessing_linear '0' -preprocessing_numpass '16133' -preprocessing_reduce '0' -preprocessing_relax '1' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '-1' -read_scale '0' -sifting_algorithm '2' -simplex_crash '1' -simplex_dgradient '2' -simplex_limits_perturbation '40511' -simplex_limits_singularity '429' -simplex_perturbation_switch 'no' -simplex_pgradient '4' -simplex_pricing '20156' -simplex_refactor '2197.8311098773274' -simplex_tolerances_markowitz '0.008199963540218083'
95,-barrier_algorithm '0' -barrier_crossover '0' -barrier_limits_corrections '12496' -barrier_limits_growth '1.9742174154390508E13' -barrier_ordering '2' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'no' -feasopt_mode '4' -lpmethod '0' -mip_cuts_cliques '3' -mip_cuts_covers '2' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '2' -mip_cuts_gomory '1' -mip_cuts_gubcovers '2' -mip_cuts_implied '0' -mip_cuts_mcfcut '1' -mip_cuts_mircut '-1' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '32392' -mip_limits_cutpasses '33892' -mip_limits_cutsfactor '45.41161216893815' -mip_limits_gomorycand '45885' -mip_limits_gomorypass '16783' -mip_limits_submipnodelim '47' -mip_ordertype '0' -mip_strategy_backtrack '0.8163929362888873' -mip_strategy_bbinterval '13' -mip_strategy_branch '-1' -mip_strategy_dive '0' -mip_strategy_file '1' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '45334.37382805456' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '1' -mip_strategy_presolvenode '0' -mip_strategy_probe '0' -mip_strategy_rinsheur '28811' -mip_strategy_search '2' -mip_strategy_startalgorithm '0' -mip_strategy_subalgorithm '3' -mip_strategy_variableselect '0' -network_netfind '1' -network_pricing '2' -preprocessing_aggregator '23231' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '1' -preprocessing_dependency '3' -preprocessing_dual '-1' -preprocessing_fill '491' -preprocessing_linear '0' -preprocessing_numpass '53414' -preprocessing_reduce '3' -preprocessing_relax '-1' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '-1' -read_scale '-1' -sifting_algorithm '1' -simplex_crash '-1' -simplex_dgradient '0' -simplex_limits_perturbation '22969' -simplex_limits_singularity '1' -simplex_perturbation_switch 'no' -simplex_pgradient '3' -simplex_pricing '13600' -simplex_refactor '3629.172861903521' -simplex_tolerances_markowitz '9.729110355944828E-4'
96,-barrier_algorithm '0' -barrier_crossover '0' -barrier_limits_corrections '59605' -barrier_limits_growth '1.813553988169565E12' -barrier_ordering '3' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '1' -emphasis_numerical 'yes' -feasopt_mode '3' -lpmethod '1' -mip_cuts_cliques '3' -mip_cuts_covers '2' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '1' -mip_cuts_gomory '1' -mip_cuts_gubcovers '-1' -mip_cuts_implied '0' -mip_cuts_mcfcut '0' -mip_cuts_mircut '2' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '33460' -mip_limits_cutpasses '19912' -mip_limits_cutsfactor '29.038540032200082' -mip_limits_gomorycand '3' -mip_limits_gomorypass '2380' -mip_limits_strongcand '55' -mip_limits_strongit '48945' -mip_limits_submipnodelim '11865' -mip_ordertype '2' -mip_strategy_backtrack '0.9509373302204913' -mip_strategy_bbinterval '15' -mip_strategy_branch '0' -mip_strategy_dive '2' -mip_strategy_file '1' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '3821.6914120684087' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '2' -mip_strategy_order 'yes' -mip_strategy_presolvenode '1' -mip_strategy_probe '0' -mip_strategy_rinsheur '12010' -mip_strategy_search '0' -mip_strategy_startalgorithm '6' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '3' -network_netfind '3' -network_pricing '2' -preprocessing_aggregator '28583' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '3' -preprocessing_dependency '3' -preprocessing_dual '-1' -preprocessing_fill '8142' -preprocessing_linear '0' -preprocessing_numpass '58109' -preprocessing_reduce '0' -preprocessing_relax '0' -preprocessing_repeatpresolve '2' -preprocessing_symmetry '5' -read_scale '-1' -sifting_algorithm '3' -simplex_crash '0' -simplex_dgradient '4' -simplex_limits_perturbation '62724' -simplex_limits_singularity '49' -simplex_perturbation_switch 'no' -simplex_pgradient '-1' -simplex_pricing '6561' -simplex_refactor '6885.06369812844' -simplex_tolerances_markowitz '0.007748589713818523'
97,-barrier_algorithm '3' -barrier_crossover '2' -barrier_limits_corrections '63585' -barrier_limits_growth '5096906.667860055' -barrier_ordering '1' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '4' -emphasis_numerical 'yes' -feasopt_mode '1' -lpmethod '4' -mip_cuts_cliques '3' -mip_cuts_covers '0' -mip_cuts_disjunctive '3' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '0' -mip_cuts_implied '1' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '-1' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '22521' -mip_limits_cutpasses '59635' -mip_limits_cutsfactor '4.501062805860797' -mip_limits_gomorycand '5' -mip_limits_gomorypass '10538' -mip_limits_submipnodelim '17' -mip_ordertype '0' -mip_strategy_backtrack '0.7405522579758632' -mip_strategy_bbinterval '14' -mip_strategy_branch '1' -mip_strategy_dive '2' -mip_strategy_file '0' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '49603.21068442711' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '1' -mip_strategy_presolvenode '-1' -mip_strategy_probe '-1' -mip_strategy_rinsheur '11303' -mip_strategy_search '2' -mip_strategy_startalgorithm '3' -mip_strategy_subalgorithm '2' -mip_strategy_variableselect '1' -network_netfind '2' -network_pricing '2' -perturbation_constant '1.3971576253334943E-6' -preprocessing_aggregator '5573' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '1' -preprocessing_dependency '2' -preprocessing_dual '1' -preprocessing_fill '31027' -preprocessing_linear '0' -preprocessing_numpass '27958' -preprocessing_reduce '0' -preprocessing_relax '1' -preprocessing_repeatpresolve '-1' -preprocessing_symmetry '-1' -read_scale '0' -sifting_algorithm '1' -simplex_crash '1' -simplex_dgradient '1' -simplex_limits_perturbation '7471' -simplex_limits_singularity '20401' -simplex_perturbation_switch 'yes' -simplex_pgradient '0' -simplex_pricing '6344' -simplex_refactor '1638.0367075645052' -simplex_tolerances_markowitz '5.66441372827437E-4'
